name	wwise_path	file_path	LUFS-I	LUFS-M-MAX	音频时长	OutPutBus_BusVolume	OutPutBus_Volume	父级名1	父级音量1	父级MakeUpGain1	父级名2	父级音量2	父级MakeUpGain2	父级名3	父级音量3	父级MakeUpGain3	父级名4	父级音量4	父级MakeUpGain4	父级名5	父级音量5	父级MakeUpGain5	父级名6	父级音量6	父级MakeUpGain6	父级名7	父级音量7	父级MakeUpGain7	父级名8	父级音量8	父级MakeUpGain8	父级名9	父级音量9	父级MakeUpGain9	父级名10	父级音量10	父级MakeUpGain10	父级名11	父级音量11	父级MakeUpGain11	父级名12	父级音量12	父级MakeUpGain12
UI_Activity_13_Bainiu_MainButton_Unlock	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_Bullquet_1_3_2\UI_Activity_13_BaiNiu\UI_Activity_13_Bainiu_MainButton_Unlock\UI_Activity_13_Bainiu_MainButton_Unlock	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_Bainiu_MainButton_Unlock.wav	-29.56583142	-24.26200906	"{'min': 2.700000047683716, 'max': 2.700000047683716, 'type': 'oneShot'}"	-10	0	UI_Activity_13_Bainiu_MainButton_Unlock	0	0	UI_Activity_13_BaiNiu	0	0	Activity_Bullquet_1_3_2	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_MainButton_Click_a	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_MainButton_Click_a\UI_Activity_13_QueenRuins_MainButton_Click_a	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_MainButton_Click_a.wav	-29.99600061	-24.04307854	"{'min': 2.2666666507720947, 'max': 2.2666666507720947, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_MainButton_Click_a	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_MainButton_Click_b	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_MainButton_Click_b\UI_Activity_13_QueenRuins_MainButton_Click_b	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_MainButton_Click_b.wav	-25.04302332	-22.88153048	"{'min': 1.1666666269302368, 'max': 1.1666666269302368, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_MainButton_Click_b	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_MainButton_Hover_a	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_MainButton_Hover_a\UI_Activity_13_QueenRuins_MainButton_Hover_a	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_MainButton_Hover_a.wav	-30.1611531	-24.04305838	"{'min': 1.261562466621399, 'max': 1.261562466621399, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_MainButton_Hover_a	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_MainButton_Hover_b	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_MainButton_Hover_b\UI_Activity_13_QueenRuins_MainButton_Hover_b	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_MainButton_Hover_b.wav	-25.04296862	-22.03958405	"{'min': 1.2999999523162842, 'max': 1.2999999523162842, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_MainButton_Hover_b	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_SideBar_Click	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_SideBar_Click\UI_Activity_13_QueenRuins_SideBar_Click	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_SideBar_Click.wav	-30.64238826	-24.04174741	"{'min': 1.6333333253860474, 'max': 1.6333333253860474, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_SideBar_Click	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_QueenRuins_SideBar_Hover	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_QueenRuins_SideBar_Hover\UI_Activity_13_QueenRuins_SideBar_Hover	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_13_QueenRuins_SideBar_Hover.wav	-25.04295342	-22.28707436	"{'min': 1.1333333253860474, 'max': 1.1333333253860474, 'type': 'oneShot'}"	-10	0	UI_Activity_13_QueenRuins_SideBar_Hover	0	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_WBP_QueenRuins_7Days_Item_Hover	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_WBP_QueenRuins_7Days_Item_Click\UI_Activity_13_WBP_QueenRuins_7Days_Item_Hover	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_QueenRuins_7Days_Item_Hover.wav	-25.04297426	-22.16071288	"{'min': 0.7059095501899719, 'max': 0.7059095501899719, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_QueenRuins_7Days_Item_Click	-9	0	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_13_WBP_QueenRuins_7Days_Item_Click	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\Activity_TheQueensLament_1_3_1\UI_Activity_13_QueenRuins\UI_Activity_13_WBP_QueenRuins_7Days_Item_Hover\UI_Activity_13_WBP_QueenRuins_7Days_Item_Click	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_QueenRuins_7Days_Item_Click.wav	-45.40698347	-45.40698347	"{'min': 0.30933332443237305, 'max': 0.30933332443237305, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_QueenRuins_7Days_Item_Hover	0	13	UI_Activity_13_QueenRuins	0	0	Activity_TheQueensLament_1_3_1	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy					
UI_Activity_AutographAlbum_Fadein	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_AutographAlbum_Fadein_1_3\UI_Activity_AutographAlbum_Fadein	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_AutographAlbum_Fadein.wav	-25.43576092	-20.57056353	"{'min': 2.2333333492279053, 'max': 2.2333333492279053, 'type': 'oneShot'}"	-10	0	UI_Activity_AutographAlbum_Fadein_1_3	0	-15	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_AutographAlbum_Fadein_V2	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_AutographAlbum_Fadein_1_3_V2\UI_Activity_AutographAlbum_Fadein_V2	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\UI_Activity_AutographAlbum_Fadein_V2.wav	-32.78791851	-27.66548597	"{'min': 1.530995488166809, 'max': 1.530995488166809, 'type': 'oneShot'}"	-10	0	UI_Activity_AutographAlbum_Fadein_1_3_V2	0	-7	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Queen_Ruins_Activities_Event_Main	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Queen_Ruins_Activities_Event_Main\UI_Activity_13_WBP_Queen_Ruins_Activities_Event_Main	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Queen_Ruins_Activities_Event_Main.wav	-24.9291966	-20.96177044	"{'min': 2.8502707481384277, 'max': 2.8502707481384277, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Queen_Ruins_Activities_Event_Main	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Queen_Ruins_Branch_line	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Queen_Ruins_Branch_line\UI_Activity_13_WBP_Queen_Ruins_Branch_line	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Queen_Ruins_Branch_line.wav	-25.04301707	-21.94832179	"{'min': 2.2066667079925537, 'max': 2.2066667079925537, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Queen_Ruins_Branch_line	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_QueenRuins_7Days_Bg	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_QueenRuins_7Days_Bg\UI_Activity_13_WBP_QueenRuins_7Days_Bg	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_QueenRuins_7Days_Bg.wav	-25.04140963	-21.49562282	"{'min': 2.4309165477752686, 'max': 2.4309165477752686, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_QueenRuins_7Days_Bg	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Events_Explore_Main	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Events_Explore_Main\UI_Activity_13_WBP_Events_Explore_Main	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Events_Explore_Main.wav	-25.4364792	-22.03625997	"{'min': 2.765604257583618, 'max': 2.765604257583618, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Events_Explore_Main	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Activity_Puzzle_Room_BG	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Activity_Puzzle_Room_BG\UI_Activity_13_WBP_Activity_Puzzle_Room_BG	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Activity_Puzzle_Room_BG.wav	-25.04176436	-21.18836033	"{'min': 2.522770881652832, 'max': 2.522770881652832, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Activity_Puzzle_Room_BG	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Queen_Ruins_TaskPage	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Queen_Ruins_TaskPage\UI_Activity_13_WBP_Queen_Ruins_TaskPage	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Queen_Ruins_TaskPage.wav	-25.04268549	-20.20474354	"{'min': 2.853749990463257, 'max': 2.853749990463257, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Queen_Ruins_TaskPage	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
UI_Activity_13_WBP_Activity_QueenRuins_Collect_Main	\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_UI\UI_Main\UI_1_3\UI_1_3\ActivityHall_PageFadeIn\UI_Activity_13_WBP_Activity_QueenRuins_Collect_Main\UI_Activity_13_WBP_Activity_QueenRuins_Collect_Main	D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\UI\Activity1.3\QueenRuins\UI_Activity_13_WBP_Activity_QueenRuins_Collect_Main.wav	-25.04284908	-20.83481507	"{'min': 2.412663698196411, 'max': 2.412663698196411, 'type': 'oneShot'}"	-10	0	UI_Activity_13_WBP_Activity_QueenRuins_Collect_Main	0	0	ActivityHall_PageFadeIn	0	0	UI_1_3	0	0	UI_1_3			UI_Main	0	0	X6_UI			X6_Audio	0	0	X6_Audio			X6_Audio			Actor-Mixer Hierarchy								
