name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12
low_E_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\low\e4\low_E_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\low_E_tail.wav,-37.00672510496771,-32.99011982292932,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,e4,0.0,0.0,low,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_G_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\g5\mid_G_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_G_tail.wav,-37.9890057489717,-34.40258729652879,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,g5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_B_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\b5\mid_B_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_B_tail.wav,-34.70698577244548,-32.79242505321384,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,b5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_C_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\c5\mid_C_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_C_tail.wav,-38.92364165686536,-35.54513120344158,"{'max': 0.875, 'min': 0.875, 'type': 'oneShot'}",0.0,0.0,c5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_F_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\f5\mid_F_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_F_tail.wav,-40.93535506717748,-35.72754663780234,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,f5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_A_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\a5\mid_A_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_A_tail.wav,-37.680055668025155,-33.106911398766655,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,a5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_E_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\e5\mid_E_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_E_tail.wav,-38.314274780910864,-35.21034409480304,"{'max': 0.8687499761581421, 'min': 0.8687499761581421, 'type': 'oneShot'}",0.0,0.0,e5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
mid_D_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\mid\d5\mid_D_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\mid_D_tail.wav,-39.58716254209022,-34.95939715385903,"{'max': 0.875, 'min': 0.875, 'type': 'oneShot'}",0.0,0.0,d5,0.0,0.0,mid,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_G_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\g6\high_G_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_G_tail.wav,-36.52622456128417,-33.680752311667206,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,g6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_B_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\b6\high_B_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_B_tail.wav,-36.82042324712681,-34.90858292364682,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,b6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_E_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\e6\high_E_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_E_tail.wav,-42.285353411346776,-38.7763899376499,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,e6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_F_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\f6\high_F_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_F_tail.wav,-39.82161620544607,-35.680200611668525,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,f6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_C_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\c6\high_C_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_C_tail.wav,-38.06579047152694,-33.890819263707826,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,c6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_D_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\d6\high_D_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_D_tail.wav,-36.99431331670325,-30.980393332501166,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,d6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
high_A_tail,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\detache_tail\high\a6\high_A_tail,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\high_A_tail.wav,-34.88290855448794,-30.87502137071102,"{'max': 0.18000000715255737, 'min': 0.18000000715255737, 'type': 'oneShot'}",0.0,0.0,a6,0.0,0.0,high,0.0,0.0,detache_tail,-21.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,
A4_head,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\A4\A4_head\A4_head,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\A4_head.wav,-18.27420738009042,-17.620208921944002,"{'max': 0.47867804765701294, 'min': 0.47867804765701294, 'type': 'oneShot'}",0.0,0.0,A4_head,0.0,0.0,A4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,
A4_legato_body_1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\A4\A4_body\A4_legato_body_1\A4_legato_body_1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\A4_legato_body_1.wav,-14.639476144247562,-13.954791807628917,"{'max': 1.75, 'min': 1.75, 'type': 'oneShot'}",0.0,0.0,A4_legato_body_1,0.0,0.0,A4_body,0.0,0.0,A4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
A4_legato_body_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\A4\A4_body\A4_legato_body_2\A4_legato_body_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\A4_legato_body_2.wav,-14.737451755740063,-13.834344944117221,"{'max': 2.0833332538604736, 'min': 2.0833332538604736, 'type': 'oneShot'}",0.0,0.0,A4_legato_body_2,0.0,0.0,A4_body,0.0,0.0,A4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
A4_legato_body_3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\A4\A4_body\A4_legato_body_3\A4_legato_body_3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\A4_legato_body_3.wav,-14.175619984658244,-13.228589069582114,"{'max': 1.5, 'min': 1.5, 'type': 'oneShot'}",0.0,0.0,A4_legato_body_3,0.0,0.0,A4_body,0.0,0.0,A4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
C4_head,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\C4\C4_head\C4_head,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\C4_head.wav,-18.797601229361256,-18.155153438666723,"{'max': 0.75, 'min': 0.75, 'type': 'oneShot'}",0.0,0.0,C4_head,0.0,0.0,C4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,
C4_legato_body_1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\C4\C4_body\C4_legato_body_1\C4_legato_body_1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\C4_legato_body_1.wav,-14.626632719459012,-14.344916594592279,"{'max': 1.1611745357513428, 'min': 1.1611745357513428, 'type': 'oneShot'}",0.0,0.0,C4_legato_body_1,0.0,0.0,C4_body,0.0,0.0,C4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
C4_legato_body_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\C4\C4_body\C4_legato_body_2\C4_legato_body_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\C4_legato_body_2.wav,-14.543448298374313,-13.998058207951088,"{'max': 1.7291666269302368, 'min': 1.7291666269302368, 'type': 'oneShot'}",0.0,0.0,C4_legato_body_2,0.0,0.0,C4_body,0.0,0.0,C4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
C4_legato_body_3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\C4\C4_body\C4_legato_body_3\C4_legato_body_3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\C4_legato_body_3.wav,-14.45111926002451,-13.668553749195373,"{'max': 1.75, 'min': 1.75, 'type': 'oneShot'}",0.0,0.0,C4_legato_body_3,0.0,0.0,C4_body,0.0,0.0,C4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
B4_legato_body_1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\B4\B4_body\B4_legato_body_1\B4_legato_body_1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\B4_legato_body_1.wav,-13.789197509065211,-13.350984525548315,"{'max': 1.4783438444137573, 'min': 1.4783438444137573, 'type': 'oneShot'}",0.0,0.0,B4_legato_body_1,0.0,0.0,B4_body,0.0,0.0,B4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
B4_legato_body_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\B4\B4_body\B4_legato_body_2\B4_legato_body_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\B4_legato_body_2.wav,-14.255938062366921,-13.18440210695295,"{'max': 1.6666666269302368, 'min': 1.6666666269302368, 'type': 'oneShot'}",0.0,0.0,B4_legato_body_2,0.0,0.0,B4_body,0.0,0.0,B4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
B4_legato_body_3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\B4\B4_body\B4_legato_body_3\B4_legato_body_3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\B4_legato_body_3.wav,-13.899649711602569,-13.053956197267636,"{'max': 1.6531250476837158, 'min': 1.6531250476837158, 'type': 'oneShot'}",0.0,0.0,B4_legato_body_3,0.0,0.0,B4_body,0.0,0.0,B4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
B4_head,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\B4\B4_head\B4_head,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\B4_head.wav,-19.57872699180503,-18.021128087619157,"{'max': 0.8958333134651184, 'min': 0.8958333134651184, 'type': 'oneShot'}",0.0,0.0,B4_head,0.0,0.0,B4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,
D4_legato_body_1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\D4\D4_body\D4_legato_body_1\D4_legato_body_1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\D4_legato_body_1.wav,-14.220691821661363,-13.374075708031647,"{'max': 1.5151814222335815, 'min': 1.5151814222335815, 'type': 'oneShot'}",0.0,0.0,D4_legato_body_1,0.0,0.0,D4_body,0.0,0.0,D4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
D4_legato_body_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\D4\D4_body\D4_legato_body_2\D4_legato_body_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\D4_legato_body_2.wav,-13.80810518065588,-12.961312907665171,"{'max': 1.6041666269302368, 'min': 1.6041666269302368, 'type': 'oneShot'}",0.0,0.0,D4_legato_body_2,0.0,0.0,D4_body,0.0,0.0,D4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
D4_legato_body_3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\D4\D4_body\D4_legato_body_3\D4_legato_body_3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\D4_legato_body_3.wav,-14.543498483490671,-13.7622158970675,"{'max': 1.8125, 'min': 1.8125, 'type': 'oneShot'}",0.0,0.0,D4_legato_body_3,0.0,0.0,D4_body,0.0,0.0,D4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
D4_head,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\D4\D4_head\D4_head,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\D4_head.wav,-17.295658232518825,-16.876261349356152,"{'max': 0.75, 'min': 0.75, 'type': 'oneShot'}",0.0,0.0,D4_head,0.0,0.0,D4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,
E4_legato_body_1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\E4\E4_body\E4_legato_body_1\E4_legato_body_1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\E4_legato_body_1.wav,-14.730697556897677,-13.841556944260528,"{'max': 2.1666667461395264, 'min': 2.1666667461395264, 'type': 'oneShot'}",0.0,0.0,E4_legato_body_1,0.0,0.0,E4_body,0.0,0.0,E4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
E4_legato_body_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\E4\E4_body\E4_legato_body_2\E4_legato_body_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\E4_legato_body_2.wav,-14.696906766794921,-13.607020333125012,"{'max': 2.1041667461395264, 'min': 2.1041667461395264, 'type': 'oneShot'}",0.0,0.0,E4_legato_body_2,0.0,0.0,E4_body,0.0,0.0,E4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
E4_legato_body_3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\E4\E4_body\E4_legato_body_3\E4_legato_body_3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\E4_legato_body_3.wav,-14.232013062917492,-13.060520794923084,"{'max': 1.875, 'min': 1.875, 'type': 'oneShot'}",0.0,0.0,E4_legato_body_3,0.0,0.0,E4_body,0.0,0.0,E4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,
E4_head,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C_Interaction\3C_Interaction_OBT\Interaction_World_Violin\legato\low\E4\E4_head\E4_head,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\interaction\Violin\E4_head.wav,-19.057107724099918,-17.18139940823036,"{'max': 0.6677181720733643, 'min': 0.6677181720733643, 'type': 'oneShot'}",0.0,0.0,E4_head,0.0,0.0,E4,0.0,0.0,low,0.0,0.0,legato,-4.0,0.0,Interaction_World_Violin,,,3C_Interaction_OBT,,,X6_3C_Interaction,,,X6_Audio,0.0,0.0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,
